code,name,description,refreshed_at,from_date,to_date
SPAL,S. P. Apparels Limited,Historical prices for S. P. Apparels Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPAL<br><br>ISIN: INE212I01016,2018-12-10 13:39:05,2016-08-29,2018-12-10
SPANCO,Spanco Limited,"Historical prices for Spanco Limited (SPANCO), (ISIN: INE360B01026),  National Stock Exchange of India.",2014-03-31 16:31:29,2010-12-29,2013-07-05
SPARC,Sun Pharma Advanced Research Company Limited,Historical prices for Sun Pharma Advanced Research Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPARC<br><br>ISIN: INE232I01014,2018-12-10 13:39:05,2007-07-18,2018-12-10
SPCENET,Spacenet Enterprises India Limited,Historical prices for Spacenet Enterprises India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPCENET<br><br>ISIN: INE970N01027,2018-12-10 13:39:05,2017-01-10,2018-12-10
SPECIALITY,Speciality Restaurants Limited,Historical prices for Speciality Restaurants Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPECIALITY<br><br>ISIN: INE247M01014,2018-12-10 13:39:05,2012-05-30,2018-12-10
SPECTACLE,Spectacle Ventures Limited,Historical prices for Spectacle Ventures Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPECTACLE<br><br>ISIN: INE409H01028,2016-05-12 17:17:58,2010-03-09,2016-03-22
SPENTEX,Spentex Industries Limited,Historical prices for Spentex Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPENTEX<br><br>ISIN: INE376C01020,2018-12-10 13:39:05,2006-12-20,2018-12-10
SPHEREGSL,Sphere Global Services Limited,Historical prices for Sphere Global Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPHEREGSL<br><br>ISIN: INE737B01033,2018-04-18 13:30:16,2015-10-13,2018-04-18
SPIC,Southern Petrochemicals Industries Corporation Limited,Historical prices for Southern Petrochemicals Industries Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPIC<br><br>ISIN: INE147A01011,2018-12-10 13:39:05,1998-03-20,2018-12-10
SPICEMOBI,Spice Mobility Limited,Historical prices for Spice Mobility Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPICEMOBI<br><br>ISIN: INE927C01020,2018-12-10 13:39:05,2014-08-19,2018-12-10
SPLIL,SPL Industries Limited,Historical prices for SPL Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPLIL<br><br>ISIN: INE978G01016,2018-12-10 13:39:05,2005-07-26,2018-12-10
SPMLINFRA,SPML Infra Limited,Historical prices for SPML Infra Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPMLINFRA<br><br>ISIN: INE937A01023,2018-12-10 13:39:05,2010-05-14,2018-12-10
SPTL,Sintex Plastics Technology Limited,Historical prices for Sintex Plastics Technology Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPTL<br><br>ISIN: INE501W01021,2018-12-10 13:39:05,2017-08-08,2018-12-10
SPYL,Shekhawati Poly-Yarn Limited,Historical prices for Shekhawati Poly-Yarn Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPYL<br><br>ISIN: INE268L01020,2018-12-10 13:39:05,2011-01-12,2018-12-10
SQSBFSI,SQS India BFSI Limited,Historical prices for SQS India BFSI Limited<br><br>National Stock Exchange of India<br><br>Ticker: SQSBFSI<br><br>ISIN: INE201K01015,2018-12-10 13:39:05,2014-09-30,2018-12-10
SREEL,Sreeleathers Limited,Historical prices for Sreeleathers Limited<br><br>National Stock Exchange of India<br><br>Ticker: SREEL<br><br>ISIN: INE099F01013,2018-12-10 13:39:05,2014-01-01,2018-12-10
SREINFRA,SREI Infrastructure Finance Limited,Historical prices for SREI Infrastructure Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: SREINFRA<br><br>ISIN: INE872A01014,2018-12-10 13:39:05,2010-07-21,2018-12-10
SRF,SRF Limited,Historical prices for SRF Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRF<br><br>ISIN: INE647A01010,2018-12-10 13:39:05,1998-03-20,2018-12-10
SRGINFOTEC,SRG Infotec (India) Limited,Historical prices for SRG Infotec (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRGINFOTEC<br><br>ISIN: INE376A01032,2017-06-29 13:15:01,1998-03-20,2017-06-21
SRHHLINDST,SRHHL Industries Limited,"Historical prices for SRHHL Industries Limited (SRHHLINDST), (ISIN: INE724B01023),  National Stock Exchange of India.",2014-03-31 16:31:28,2007-05-08,2012-10-31
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Historical prices for Sree Rayalaseema Hi-Strength Hypo Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRHHYPOLTD<br><br>ISIN: INE917H01012,2018-12-10 13:39:05,2007-05-08,2018-12-10
SRICHAMUND,Sri Chamundeswari Sugars Limited,"Historical prices for Sri Chamundeswari Sugars Limited (SRICHAMUND), (ISIN: INE004H01019),  National Stock Exchange of India.",2015-03-09 09:10:13,2010-10-04,2015-01-23
SRIPIPES,Srikalahasthi Pipes Limited,Historical prices for Srikalahasthi Pipes Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRIPIPES<br><br>ISIN: INE943C01027,2018-12-10 13:39:05,2014-12-17,2018-12-10
SRSLTD,SRS Limited,Historical prices for SRS Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRSLTD<br><br>ISIN: INE219H01039,2018-12-10 13:39:05,2011-09-16,2018-12-10
SRTRANSFIN,Shriram Transport Finance Company Limited,Historical prices for Shriram Transport Finance Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRTRANSFIN<br><br>ISIN: INE721A01013,2018-12-10 13:39:05,1998-03-20,2018-12-10
SSLT,Sesa Sterlite Limited,"Historical prices for Sesa Sterlite Limited (SSLT), (ISIN: INE205A01025),  National Stock Exchange of India.",2015-07-23 16:24:43,2013-10-04,2015-05-06
SSWL,Steel Strips Wheels Limited,Historical prices for Steel Strips Wheels Limited<br><br>National Stock Exchange of India<br><br>Ticker: SSWL<br><br>ISIN: INE802C01017,2018-12-10 13:39:05,2005-06-06,2018-12-10
STAMPEDE,Stampede Capital Limited,Historical prices for Stampede Capital Limited<br><br>National Stock Exchange of India<br><br>Ticker: STAMPEDE<br><br>ISIN: INE224E01028,2018-12-10 13:39:05,2016-07-25,2018-12-10
STAR,Strides Pharma Science Limited,Historical prices for Strides Pharma Science Limited<br><br>National Stock Exchange of India<br><br>Ticker: STAR<br><br>ISIN: INE939A01011,2018-12-10 13:39:05,2000-02-02,2018-12-10
STARCEMENT,Star Cement Limited,Historical prices for Star Cement Limited<br><br>National Stock Exchange of India<br><br>Ticker: STARCEMENT<br><br>ISIN: INE460H01021,2018-12-10 13:39:05,2017-06-16,2018-12-10
STARPAPER,Star Paper Mills Limited,Historical prices for Star Paper Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: STARPAPER<br><br>ISIN: INE733A01018,2018-12-10 13:39:05,1998-03-19,2018-12-10
STCINDIA,The State Trading Corporation of India Limited,Historical prices for The State Trading Corporation of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: STCINDIA<br><br>ISIN: INE655A01013,2018-12-10 13:39:05,2003-04-01,2018-12-10
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Historical prices for STEEL EXCHANGE INDIA LIMITED<br><br>National Stock Exchange of India<br><br>Ticker: STEELXIND<br><br>ISIN: INE503B01013,2018-12-10 13:39:05,2017-07-20,2018-12-10
STEL,Stel Holdings Limited,Historical prices for Stel Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: STEL<br><br>ISIN: INE577L01016,2018-12-10 13:39:05,2011-11-08,2018-12-10
STER,Sterlite Industries ( India ) Limited,"Historical prices for Sterlite Industries ( India ) Limited (STER), (ISIN: INE268A01049),  National Stock Exchange of India.",2014-03-31 16:31:08,2004-05-28,2013-08-26
STERLINBIO,Sterling Biotech Limited,Historical prices for Sterling Biotech Limited<br><br>National Stock Exchange of India<br><br>Ticker: STERLINBIO<br><br>ISIN: INE324C01038,2018-11-05 13:37:15,2003-07-09,2018-11-05
STERTOOLS,Sterling Tools Limited,Historical prices for Sterling Tools Limited<br><br>National Stock Exchange of India<br><br>Ticker: STERTOOLS<br><br>ISIN: INE334A01023,2018-12-10 13:39:05,1998-03-20,2018-12-10
STINDIA,STI India Limited,Historical prices for STI India Limited<br><br>National Stock Exchange of India<br><br>Ticker: STINDIA<br><br>ISIN: INE090C01019,2018-12-10 13:39:05,1998-03-09,2018-12-07
STOREONE,Store One Retail India Limited,Historical prices for Store One Retail India Limited<br><br>National Stock Exchange of India<br><br>Ticker: STOREONE<br><br>ISIN: INE034H01016,2017-01-09 12:42:44,2009-10-26,2017-01-09
STRTECH,Sterlite Technologies Limited,Historical prices for Sterlite Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: STRTECH<br><br>ISIN: INE089C01029,2018-12-10 13:39:05,2007-12-17,2018-12-10
STYABS,Styrolution ABS (India) Limited,Historical prices for Styrolution ABS (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: STYABS<br><br>ISIN: INE189B01011,2016-04-01 13:28:52,2012-06-20,2016-04-01
SUBEX,Subex Limited,Historical prices for Subex Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUBEX<br><br>ISIN: INE754A01014,2018-10-24 13:41:40,2003-09-05,2018-10-24
SUBROS,Subros Limited,Historical prices for Subros Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUBROS<br><br>ISIN: INE287B01021,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUDAR,Sudar Industries Limited,Historical prices for Sudar Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUDAR<br><br>ISIN: INE384L01017,2017-06-19 13:14:24,2011-03-11,2017-06-19
SUDARSCHEM,Sudarshan Chemical Industries Limited,Historical prices for Sudarshan Chemical Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUDARSCHEM<br><br>ISIN: INE659A01023,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUJANATOW,Sujana Tower Limited,"Historical prices for Sujana Tower Limited (SUJANATOW), (ISIN: INE333I01028),  National Stock Exchange of India.",2014-03-31 17:55:39,2008-10-13,2013-08-06
SUJANATWR,Sujana Tower Limited,Historical prices for Sujana Tower Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUJANATWR<br><br>ISIN: INE333I01036,2017-02-16 12:52:26,2013-09-11,2017-02-16
SUJANAUNI,Sujana Universal Industries Limited,Historical prices for Sujana Universal Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUJANAUNI<br><br>ISIN: INE216G01011,2018-10-15 13:39:51,2008-02-19,2018-10-05
SUMEETINDS,Sumeet Industries Limited,Historical prices for Sumeet Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUMEETINDS<br><br>ISIN: INE235C01010,2018-12-10 13:39:05,2010-12-10,2018-12-10
SUMMITSEC,Summit Securities Limited,Historical prices for Summit Securities Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUMMITSEC<br><br>ISIN: INE519C01017,2018-12-10 13:39:05,2011-01-28,2018-12-10
SUNCLAYLTD,Sundaram Clayton Limited,Historical prices for Sundaram Clayton Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNCLAYLTD<br><br>ISIN: INE105A01035,2018-12-10 13:39:05,2012-10-23,2018-12-10
SUNCLAYTON,Sundaram Clayton Limited,"Historical prices for Sundaram Clayton Limited (SUNCLAYTON), (ISIN: INE105A01027),  National Stock Eschange of India.",2017-03-10 21:56:58,2008-06-20,2012-09-06
SUNDARAM,Sundaram Multi Pap Limited,Historical prices for Sundaram Multi Pap Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDARAM<br><br>ISIN: INE108E01023,2018-12-10 13:39:05,2010-06-02,2018-12-10
SUNDARMFIN,Sundaram Finance Limited,Historical prices for Sundaram Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDARMFIN<br><br>ISIN: INE660A01013,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUNDARMHLD,Sundaram Finance Holdings Limited,Historical prices for Sundaram Finance Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDARMHLD<br><br>ISIN: INE202Z01029,2018-12-10 13:39:05,2018-03-27,2018-12-10
SUNDRMBRAK,Sundaram Brake Linings Limited,Historical prices for Sundaram Brake Linings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDRMBRAK<br><br>ISIN: INE073D01013,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUNDRMFAST,Sundram Fasteners Limited,Historical prices for Sundram Fasteners Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDRMFAST<br><br>ISIN: INE387A01021,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUNFLAG,Sunflag Iron And Steel Company Limited,Historical prices for Sunflag Iron And Steel Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNFLAG<br><br>ISIN: INE947A01014,2018-12-10 13:39:05,2005-09-29,2018-12-10
SUNILHITEC,Sunil Hitech Engineers Limited,Historical prices for Sunil Hitech Engineers Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNILHITEC<br><br>ISIN: INE305H01028,2018-12-10 13:39:05,2006-03-02,2018-12-10
SUNPHARMA,Sun Pharmaceutical Industries Limited,Historical prices for Sun Pharmaceutical Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNPHARMA<br><br>ISIN: INE044A01036,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUNTECK,Sunteck Realty Limited,Historical prices for Sunteck Realty Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNTECK<br><br>ISIN: INE805D01034,2018-12-10 13:39:05,2009-11-13,2018-12-10
SUNTV,Sun TV Network Limited,Historical prices for Sun TV Network Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNTV<br><br>ISIN: INE424H01027,2018-12-10 13:39:05,2006-04-24,2018-12-10
SUPER,Super Sales India Limited,"Historical prices for Super Sales India Limited (SUPER), (ISIN: INE091C01017),  National Stock Exchange of India.",2015-03-09 08:55:56,2010-01-11,2015-01-28
SUPERHOUSE,Superhouse Limited,Historical prices for Superhouse Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPERHOUSE<br><br>ISIN: INE712B01010,2018-12-10 13:39:05,2014-09-26,2018-12-10
SUPERSPIN,Super Spinning Mills Limited,Historical prices for Super Spinning Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPERSPIN<br><br>ISIN: INE662A01027,2018-12-10 13:39:05,1998-03-18,2018-12-10
SUPPETRO,Supreme Petrochem Limited,Historical prices for Supreme Petrochem Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPPETRO<br><br>ISIN: INE663A01017,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUPRAJIT,Suprajit Engineering Limited,Historical prices for Suprajit Engineering Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPRAJIT<br><br>ISIN: INE399C01030,2018-12-10 13:39:05,2005-02-18,2018-12-10
SUPREMEIND,Supreme Industries Limited,Historical prices for Supreme Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPREMEIND<br><br>ISIN: INE195A01028,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUPREMEINF,Supreme Infrastructure India Limited,Historical prices for Supreme Infrastructure India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPREMEINF<br><br>ISIN: INE550H01011,2018-12-10 13:39:05,2007-10-18,2018-12-10
SUPREMETEX,Supreme Tex Mart Limited,Historical prices for Supreme Tex Mart Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPREMETEX<br><br>ISIN: INE651G01027,2018-08-23 13:21:11,2008-02-15,2018-08-23
SURAJDIAMN,Su-Raj Diamonds and Jewellery Limited,"Historical prices for Su-Raj Diamonds and Jewellery Limited (SURAJDIAMN), (ISIN: INE664A01015),  National Stock Eschange of India.",2017-03-10 21:57:05,1998-03-20,2012-07-23
SURANACORP,Surana Corporation Limited,Historical prices for Surana Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANACORP<br><br>ISIN: INE357D01010,2018-09-27 14:09:48,2008-05-27,2018-09-17
SURANAIND,Surana Industries Limited,Historical prices for Surana Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANAIND<br><br>ISIN: INE659D01019,2018-11-09 13:46:46,2006-12-28,2018-11-06
SURANASOL,Surana Solar Limited,Historical prices for Surana Solar Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANASOL<br><br>ISIN: INE272L01022,2018-12-10 13:39:05,2014-11-19,2018-12-10
SURANATP,Surana Telecom and Power Limited,Historical prices for Surana Telecom and Power Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANATP<br><br>ISIN: INE130B01031,2018-12-10 13:39:05,2010-02-08,2018-12-10
SURANAVEL,Surana Ventures Limited,"Historical prices for Surana Ventures Limited (SURANAVEL), (ISIN: INE272L01014),  National Stock Exchange of India.",2015-02-16 16:48:32,2011-01-07,2014-11-18
SURYAJYOTI,Suryajyoti Spinning Mills Limited,Historical prices for Suryajyoti Spinning Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYAJYOTI<br><br>ISIN: INE411C01017,2017-04-10 19:11:36,2006-03-02,2017-03-20
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Historical prices for Suryalakshmi Cotton Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYALAXMI<br><br>ISIN: INE713B01026,2018-12-10 13:39:05,2005-06-15,2018-12-10
SURYAPHARM,Surya Pharmaceutical Limited,Historical prices for Surya Pharmaceutical Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYAPHARM<br><br>ISIN: INE249G01020,2015-09-14 23:04:25,2004-01-21,2014-09-23
SURYAROSNI,Surya Roshni Limited,Historical prices for Surya Roshni Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYAROSNI<br><br>ISIN: INE335A01012,2018-12-10 13:39:05,1998-03-20,2018-12-10
SUTLEJTEX,Sutlej Textiles and Industries Limited,Historical prices for Sutlej Textiles and Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUTLEJTEX<br><br>ISIN: INE645H01027,2018-12-10 13:39:05,2006-12-14,2018-12-10
SUVEN,Suven Life Sciences Limited,Historical prices for Suven Life Sciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUVEN<br><br>ISIN: INE495B01038,2018-12-10 13:39:05,2003-10-24,2018-12-10
SUZLON,Suzlon Energy Limited,Historical prices for Suzlon Energy Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUZLON<br><br>ISIN: INE040H01021,2018-12-10 13:39:05,2005-10-19,2018-12-10
SVOGL,SVOGL Oil Gas And Energy Limited,Historical prices for SVOGL Oil Gas And Energy Limited<br><br>National Stock Exchange of India<br><br>Ticker: SVOGL<br><br>ISIN: INE756B01017,2017-06-19 13:14:24,2015-06-22,2017-06-12
SWANENERGY,Swan Energy Limited,Historical prices for Swan Energy Limited<br><br>National Stock Exchange of India<br><br>Ticker: SWANENERGY<br><br>ISIN: INE665A01038,2018-12-10 13:39:05,2012-05-29,2018-12-10
SWARAJENG,Swaraj Engines Limited,Historical prices for Swaraj Engines Limited<br><br>National Stock Exchange of India<br><br>Ticker: SWARAJENG<br><br>ISIN: INE277A01016,2018-12-10 13:39:05,1998-03-20,2018-12-10
SWELECTES,Swelect Energy Systems Limited,Historical prices for Swelect Energy Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: SWELECTES<br><br>ISIN: INE409B01013,2018-12-10 13:39:05,2012-07-09,2018-12-10
SYMPHONY,Symphony Limited,Historical prices for Symphony Limited<br><br>National Stock Exchange of India<br><br>Ticker: SYMPHONY<br><br>ISIN: INE225D01027,2018-12-10 13:39:05,2011-06-15,2018-12-10
SYNCOM,Syncom Healthcare Limited,Historical prices for Syncom Healthcare Limited<br><br>National Stock Exchange of India<br><br>Ticker: SYNCOM<br><br>ISIN: INE602K01014,2018-12-10 13:39:05,2010-02-15,2018-12-10
SYNDIBANK,Syndicate Bank,Historical prices for Syndicate Bank<br><br>National Stock Exchange of India<br><br>Ticker: SYNDIBANK<br><br>ISIN: INE667A01018,2018-12-10 13:39:05,1999-12-27,2018-12-10
SYNGENE,Syngene International Limited,Historical prices for Syngene International Limited<br><br>National Stock Exchange of India<br><br>Ticker: SYNGENE<br><br>ISIN: INE398R01022,2018-12-10 13:39:05,2015-08-11,2018-12-10
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Historical prices for Tainwala Chemical and Plastic (I) Limited<br><br>National Stock Exchange of India<br><br>Ticker: TAINWALCHM<br><br>ISIN: INE123C01018,2018-12-10 13:39:05,1998-03-20,2018-12-10
TAJGVK,Taj GVK Hotels & Resorts Limited,Historical prices for Taj GVK Hotels & Resorts Limited<br><br>National Stock Exchange of India<br><br>Ticker: TAJGVK<br><br>ISIN: INE586B01026,2018-12-10 13:39:05,2000-12-20,2018-12-10
TAKE,Take Solutions Limited,Historical prices for Take Solutions Limited<br><br>National Stock Exchange of India<br><br>Ticker: TAKE<br><br>ISIN: INE142I01023,2018-12-10 13:39:05,2007-08-27,2018-12-10
TAKSHEEL,Taksheel Solutions Limited,"Historical prices for Taksheel Solutions Limited (TAKSHEEL), (ISIN: INE889I01011),  National Stock Exchange of India.",2014-03-31 18:29:23,2011-10-19,2013-09-16
TALBROAUTO,Talbros Automotive Components Limited,Historical prices for Talbros Automotive Components Limited<br><br>National Stock Exchange of India<br><br>Ticker: TALBROAUTO<br><br>ISIN: INE187D01011,2018-12-10 13:39:05,2006-09-29,2018-12-10
TALWALKARS,Talwalkars Better Value Fitness Limited,Historical prices for Talwalkars Better Value Fitness Limited<br><br>National Stock Exchange of India<br><br>Ticker: TALWALKARS<br><br>ISIN: INE502K01016,2018-12-10 13:39:05,2010-05-10,2018-12-10
TALWGYM,Talwalkars Lifestyles Limited,Historical prices for Talwalkars Lifestyles Limited<br><br>National Stock Exchange of India<br><br>Ticker: TALWGYM<br><br>ISIN: INE627Z01019,2018-12-10 13:39:05,2018-06-29,2018-12-10
TANFACIND,Tanfac Industries Limited,"Historical prices for Tanfac Industries Limited (TANFACIND), (ISIN: INE639B01015),  National Stock Exchange of India.",2014-06-30 22:34:05,2010-03-03,2013-04-05
TANLA,Tanla Solutions Limited,Historical prices for Tanla Solutions Limited<br><br>National Stock Exchange of India<br><br>Ticker: TANLA<br><br>ISIN: INE483C01032,2018-12-10 13:39:05,2007-01-05,2018-12-10
TANTIACONS,Tantia Constructions Limited,Historical prices for Tantia Constructions Limited<br><br>National Stock Exchange of India<br><br>Ticker: TANTIACONS<br><br>ISIN: INE388G01018,2018-12-10 13:39:05,2008-02-19,2018-12-07
TARAJEWELS,Tara Jewels Limited,Historical prices for Tara Jewels Limited<br><br>National Stock Exchange of India<br><br>Ticker: TARAJEWELS<br><br>ISIN: INE799L01016,2018-12-10 13:39:05,2012-12-06,2018-12-10
TARAPUR,Tarapur Transformers Limited,Historical prices for Tarapur Transformers Limited<br><br>National Stock Exchange of India<br><br>Ticker: TARAPUR<br><br>ISIN: INE747K01017,2018-10-15 13:39:52,2010-05-18,2018-10-05
TARMAT,Tarmat Limited,Historical prices for Tarmat Limited<br><br>National Stock Exchange of India<br><br>Ticker: TARMAT<br><br>ISIN: INE924H01018,2018-12-10 13:39:05,2012-09-12,2018-12-10
TASTYBITE,Tasty Bite Eatables Limited,Historical prices for Tasty Bite Eatables Limited<br><br>National Stock Exchange of India<br><br>Ticker: TASTYBITE<br><br>ISIN: INE488B01017,2018-12-10 13:39:05,2017-03-23,2018-12-10
TATACHEM,Tata Chemicals Limited,Historical prices for Tata Chemicals Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATACHEM<br><br>ISIN: INE092A01019,2018-12-10 13:39:05,1998-03-20,2018-12-10
TATACOFFEE,Tata Coffee Limited,Historical prices for Tata Coffee Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATACOFFEE<br><br>ISIN: INE493A01027,2018-12-10 13:39:05,2006-04-04,2018-12-10
TATACOMM,Tata Communications Limited,Historical prices for Tata Communications Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATACOMM<br><br>ISIN: INE151A01013,2018-12-10 13:39:05,2008-02-25,2018-12-10
TATAELXSI,Tata Elxsi Limited,Historical prices for Tata Elxsi Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAELXSI<br><br>ISIN: INE670A01012,2018-12-10 13:39:05,1998-03-20,2018-12-10
TATAGLOBAL,Tata Global Beverages Limited,Historical prices for Tata Global Beverages Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAGLOBAL<br><br>ISIN: INE192A01025,2018-12-10 13:39:05,2010-07-21,2018-12-10
TATAINVEST,Tata Investment Corporation Limited,Historical prices for Tata Investment Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAINVEST<br><br>ISIN: INE672A01018,2018-12-10 13:39:05,2005-07-07,2018-12-10
TATAMETALI,Tata Metaliks Limited,Historical prices for Tata Metaliks Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAMETALI<br><br>ISIN: INE056C01010,2018-12-10 13:39:05,1998-03-20,2018-12-10
TATAMOTORS,Tata Motors Limited,Historical prices for Tata Motors Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAMOTORS<br><br>ISIN: INE155A01022,2018-12-10 13:39:05,2003-12-26,2018-12-10
TATAMTRDVR,Tata Motors Limited,Historical prices for Tata Motors Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAMTRDVR<br><br>ISIN: IN9155A01020,2018-12-10 13:39:05,2008-11-05,2018-12-10
TATAPOWER,Tata Power Company Limited,Historical prices for Tata Power Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATAPOWER<br><br>ISIN: INE245A01021,2018-12-10 13:39:05,1998-03-20,2018-12-10
TATASPONGE,Tata Sponge Iron Limited,Historical prices for Tata Sponge Iron Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATASPONGE<br><br>ISIN: INE674A01014,2018-12-10 13:39:05,2004-02-11,2018-12-10
TATASTEEL,Tata Steel Limited,Historical prices for Tata Steel Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATASTEEL<br><br>ISIN: INE081A01012,2018-12-10 13:39:05,2005-10-17,2018-12-10
TATASTLBSL,Tata Steel Bsl Limited,Historical prices for Tata Steel Bsl Limited<br><br>National Stock Exchange of India<br><br>Ticker: TATASTLBSL<br><br>ISIN: INE824B01021,2018-12-10 13:39:05,2018-12-10,2018-12-10
TBZ,Tribhovandas Bhimji Zaveri Limited,Historical prices for Tribhovandas Bhimji Zaveri Limited<br><br>National Stock Exchange of India<br><br>Ticker: TBZ<br><br>ISIN: INE760L01018,2018-12-10 13:39:05,2012-05-09,2018-12-10
TCI,Transport Corporation of India Limited,Historical prices for Transport Corporation of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCI<br><br>ISIN: INE688A01022,2018-12-10 13:39:05,2002-01-22,2018-12-10
TCIDEVELOP,TCI Developers Limited,Historical prices for TCI Developers Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCIDEVELOP<br><br>ISIN: INE662L01016,2018-12-10 13:39:05,2011-04-19,2018-12-10
TCIEXP,TCI Express Limited,Historical prices for TCI Express Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCIEXP<br><br>ISIN: INE586V01016,2018-12-10 13:39:05,2016-12-15,2018-12-10
TCIFINANCE,TCI Finance Limited,Historical prices for TCI Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: TCIFINANCE<br><br>ISIN: INE911B01018,2018-12-10 13:39:05,1998-03-20,2018-12-10
